tier,leagueId,queue,name,entries,summonerId,summonerName,leaguePoints,rank,wins,losses,veteran,inactive,freshBlood,hotStreak,puuid
CHALLENGER,03746e6d-117c-33f2-a366-332950715348,RANKED_SOLO_5x5,Sona's Sentinels,"{'summonerId': 'RQ79Wlqz7ofSyUxq1nYBOdW2hLGHjhnBinV558Cp29oG87M', 'summonerName': 'JUGKlNG', 'leaguePoints': 1354, 'rank': 'I', 'wins': 191, 'losses': 133, 'veteran': True, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",RQ79Wlqz7ofSyUxq1nYBOdW2hLGHjhnBinV558Cp29oG87M,JUGKlNG,1354,I,191,133,True,False,False,False,aIdj4VuUIkFHTurOG73QRXNlxuUKeTDycC8q7lMe4I-ATTexmgpzo-NIJW0qhFuIKIFjWTJgtmAFlA
CHALLENGER,03746e6d-117c-33f2-a366-332950715348,RANKED_SOLO_5x5,Sona's Sentinels,"{'summonerId': '4ZK0rjpfdZ7VwENihlquBt08T0-O495aZN4vO-QLD_FTsOng', 'summonerName': 'new name can win', 'leaguePoints': 883, 'rank': 'I', 'wins': 194, 'losses': 131, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': False}",4ZK0rjpfdZ7VwENihlquBt08T0-O495aZN4vO-QLD_FTsOng,new name can win,883,I,194,131,False,False,True,False,6_Mdgl_WDKxSO6a80U4Ml-xbIKw46j646lBt2TIdfZNfo_jB9PaBH9anms1-Naza0f8Ke5yChDs8Ew
CHALLENGER,03746e6d-117c-33f2-a366-332950715348,RANKED_SOLO_5x5,Sona's Sentinels,"{'summonerId': 'orwPnMDvZLrEwW_aMZpkD9TRRucTxj9E3TTiTMZxxjCROdY', 'summonerName': 'DK Sharvel', 'leaguePoints': 1109, 'rank': 'I', 'wins': 215, 'losses': 166, 'veteran': False, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",orwPnMDvZLrEwW_aMZpkD9TRRucTxj9E3TTiTMZxxjCROdY,DK Sharvel,1109,I,215,166,False,False,False,False,gJ38gQV__ABMyT0WOY9R6kkmpQdhfIQnljF2Xz6mH2xHNsymwiNBBmCcRU-NvvNO5Tgy3VTONvxLYw
CHALLENGER,03746e6d-117c-33f2-a366-332950715348,RANKED_SOLO_5x5,Sona's Sentinels,"{'summonerId': 'dVEizPm6XoJmmZvDQedlFgtq_EPDlVYtHaUOchP9mAqOtrseVq9St029HA', 'summonerName': 'jinyuhuahuo', 'leaguePoints': 961, 'rank': 'I', 'wins': 180, 'losses': 135, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': False}",dVEizPm6XoJmmZvDQedlFgtq_EPDlVYtHaUOchP9mAqOtrseVq9St029HA,jinyuhuahuo,961,I,180,135,False,False,True,False,_RzMTP25Yv2g4nu4LWoeYWWspS_oAqBoXhm4KwFi1BnQNCyNlUDoSkWWkDlnE-KI0aHDzJdsohvjNA
CHALLENGER,03746e6d-117c-33f2-a366-332950715348,RANKED_SOLO_5x5,Sona's Sentinels,"{'summonerId': 'VB37apjpAmxLiPD6DtQB9N26Zi-r56SbOpHLxssAZYU2jxczFPO__VfZyg', 'summonerName': 'i no hope', 'leaguePoints': 883, 'rank': 'I', 'wins': 168, 'losses': 127, 'veteran': False, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",VB37apjpAmxLiPD6DtQB9N26Zi-r56SbOpHLxssAZYU2jxczFPO__VfZyg,i no hope,883,I,168,127,False,False,False,False,qlDCKtOujSmt-CmJey54dkvRyi_l5K7pnacqjYYXsN3eK9MS5srucRYbO9oMfbuCVaqqwzJ44jaoFg
CHALLENGER,03746e6d-117c-33f2-a366-332950715348,RANKED_SOLO_5x5,Sona's Sentinels,"{'summonerId': '3WB4WksYg6v1zdsWbdXQEAwHRhHzj1hYFb1aMOlW42004w', 'summonerName': '자메이카흑인', 'leaguePoints': 960, 'rank': 'I', 'wins': 211, 'losses': 156, 'veteran': False, 'inactive': False, 'freshBlood': False, 'hotStreak': True}",3WB4WksYg6v1zdsWbdXQEAwHRhHzj1hYFb1aMOlW42004w,자메이카흑인,960,I,211,156,False,False,False,True,-wd3_m6gifOESpzmQWyJ9RkINXp-_-sdhyYiklbyq0fq-bUExPlRr4rj2QC6NlQprcEHzWezIL__tg
CHALLENGER,03746e6d-117c-33f2-a366-332950715348,RANKED_SOLO_5x5,Sona's Sentinels,"{'summonerId': 'Itr1lcnoAyBonPpKcK885k_zeUtEmhbwb6YpdMALzFJgxUE', 'summonerName': 'kyunang', 'leaguePoints': 873, 'rank': 'I', 'wins': 122, 'losses': 84, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': False}",Itr1lcnoAyBonPpKcK885k_zeUtEmhbwb6YpdMALzFJgxUE,kyunang,873,I,122,84,False,False,True,False,4dCmGCkXC83XgH-sOUYPOvIMmb0V1JvrZp_eem3G1fygjITxMGxPWa-S6EYoZFdnZ66jFFaUpv6uEw
CHALLENGER,03746e6d-117c-33f2-a366-332950715348,RANKED_SOLO_5x5,Sona's Sentinels,"{'summonerId': '_kX3eJSEYEUvMHSsQUwR48SxUGHgT1EOhhf_8efJG8WfFUC5aPCB1TyNvQ', 'summonerName': 'zx전투의신xz', 'leaguePoints': 948, 'rank': 'I', 'wins': 200, 'losses': 161, 'veteran': True, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",_kX3eJSEYEUvMHSsQUwR48SxUGHgT1EOhhf_8efJG8WfFUC5aPCB1TyNvQ,zx전투의신xz,948,I,200,161,True,False,False,False,pijBcc8S-_e3bNh-ozIg3lavCTDrnLkC3NOVaCX4gLaUtRY2QViuAiXlFjD07Gf7Sh1J22mK95dZ2g
CHALLENGER,03746e6d-117c-33f2-a366-332950715348,RANKED_SOLO_5x5,Sona's Sentinels,"{'summonerId': 'ZfwEFrtrsMjILdIsrm_-C3JWkh02shJGUgVevKPf8NORido', 'summonerName': 'Meannnnn', 'leaguePoints': 913, 'rank': 'I', 'wins': 160, 'losses': 114, 'veteran': False, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",ZfwEFrtrsMjILdIsrm_-C3JWkh02shJGUgVevKPf8NORido,Meannnnn,913,I,160,114,False,False,False,False,sM_UPaC_QldGXFp1Ak4sqBOR2WveXdTZUElQK-6m64tklgf_XFAQPx1rQhHUM0NNf2ehRuwaKhWx3g
CHALLENGER,03746e6d-117c-33f2-a366-332950715348,RANKED_SOLO_5x5,Sona's Sentinels,"{'summonerId': 'UwTo_gFotGLOBpLOSjn0g4vat9e_-PoLX1Z5lunOr7YImRq4_JxXu2F_Uw', 'summonerName': '진주 이민웅', 'leaguePoints': 865, 'rank': 'I', 'wins': 193, 'losses': 157, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': False}",UwTo_gFotGLOBpLOSjn0g4vat9e_-PoLX1Z5lunOr7YImRq4_JxXu2F_Uw,진주 이민웅,865,I,193,157,False,False,True,False,-7gCEMs49jFEj0X-Tzgt_ZobRQ03Px-ueScw3gig0vVYulKRLu0cOkAhD7aL3dgYs3ARCuUzIFASRw
CHALLENGER,03746e6d-117c-33f2-a366-332950715348,RANKED_SOLO_5x5,Sona's Sentinels,"{'summonerId': 'xd52dW8aFJD3K1_j_OfHoBDiSDcbNKLShir6q2oqHvmZR1IF89kSOVMDag', 'summonerName': 'dog old 8', 'leaguePoints': 919, 'rank': 'I', 'wins': 349, 'losses': 311, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': False}",xd52dW8aFJD3K1_j_OfHoBDiSDcbNKLShir6q2oqHvmZR1IF89kSOVMDag,dog old 8,919,I,349,311,False,False,True,False,_nt6gtBU3ctyU1Qxaenqwisk5XR8JaqD6MXukOBWNPauGJjrS0xOuy6C1EvNbStFIEPlTY_oEBRIgA
CHALLENGER,03746e6d-117c-33f2-a366-332950715348,RANKED_SOLO_5x5,Sona's Sentinels,"{'summonerId': 'dQmxnHpvaotNfPy7Lo5ij2dmn3n8Dx8_MlgWn-1vG467Yqo', 'summonerName': '역천괴', 'leaguePoints': 929, 'rank': 'I', 'wins': 103, 'losses': 58, 'veteran': False, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",dQmxnHpvaotNfPy7Lo5ij2dmn3n8Dx8_MlgWn-1vG467Yqo,역천괴,929,I,103,58,False,False,False,False,GI9_968oOlKzjWOqSMasQ25VCvun6l8ZDQaUl24XPI2JebP8OgafNzxiy0tltxo0KV8gifYHS-eQFA
CHALLENGER,03746e6d-117c-33f2-a366-332950715348,RANKED_SOLO_5x5,Sona's Sentinels,"{'summonerId': 'TGDEp5-W6QHnvbnvHEtjdHf8rA-Cdxa4C-ZD6NFR6yQVsBkBxRyyMOX60g', 'summonerName': '', 'leaguePoints': 886, 'rank': 'I', 'wins': 165, 'losses': 94, 'veteran': False, 'inactive': False, 'freshBlood': False, 'hotStreak': True}",TGDEp5-W6QHnvbnvHEtjdHf8rA-Cdxa4C-ZD6NFR6yQVsBkBxRyyMOX60g,,886,I,165,94,False,False,False,True,
CHALLENGER,03746e6d-117c-33f2-a366-332950715348,RANKED_SOLO_5x5,Sona's Sentinels,"{'summonerId': 'A0B2hsOZ4YJtfKt43Km_6DPIZKFvXBmzKtFwt4uQN2Sa6ekwlOahH534Nw', 'summonerName': '완벽한인간', 'leaguePoints': 826, 'rank': 'I', 'wins': 178, 'losses': 136, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': False}",A0B2hsOZ4YJtfKt43Km_6DPIZKFvXBmzKtFwt4uQN2Sa6ekwlOahH534Nw,완벽한인간,826,I,178,136,False,False,True,False,2r7_2GMsYQtMN8vELO6ujU8ng92TpPR6M7Sx0ru1O1ttjAE-2wFlJeq2KZToZX50c2UdAIIAmhoAEg
CHALLENGER,03746e6d-117c-33f2-a366-332950715348,RANKED_SOLO_5x5,Sona's Sentinels,"{'summonerId': 'gbdmYPWcW90ukPrurBmWVWfL6qYhUZd4ru7FMmTMUutmBqY', 'summonerName': 'BRO Karis', 'leaguePoints': 1167, 'rank': 'I', 'wins': 171, 'losses': 121, 'veteran': True, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",gbdmYPWcW90ukPrurBmWVWfL6qYhUZd4ru7FMmTMUutmBqY,BRO Karis,1167,I,171,121,True,False,False,False,A-1oYeEnSG9Xd7SiAQq7oaHzirVq87p26L2AKfnwj6oCAZA5NVEpGAKF6EXH_QkpwUHCTsA3-NwjMw
CHALLENGER,03746e6d-117c-33f2-a366-332950715348,RANKED_SOLO_5x5,Sona's Sentinels,"{'summonerId': '3JeECHfF0GQ1svlV0uBifMK7V-6hrdywHkQv4og0rBzXSOD2', 'summonerName': 'DK Thanatos', 'leaguePoints': 1044, 'rank': 'I', 'wins': 263, 'losses': 217, 'veteran': True, 'inactive': False, 'freshBlood': False, 'hotStreak': True}",3JeECHfF0GQ1svlV0uBifMK7V-6hrdywHkQv4og0rBzXSOD2,DK Thanatos,1044,I,263,217,True,False,False,True,NGu7rg3YVzLfFKZQNn-QAw32_aWUVLNB6QDZrrV-7gTzcU5_vthwaTqujhV7BZ-1gxDVhX7Hzwrq6g
CHALLENGER,03746e6d-117c-33f2-a366-332950715348,RANKED_SOLO_5x5,Sona's Sentinels,"{'summonerId': 'rSr2TCxn98qtWHCxezHlAEeZGmP3k21AS41VPNvdWQ4_YOk', 'summonerName': '시비걸면지상렬', 'leaguePoints': 1024, 'rank': 'I', 'wins': 265, 'losses': 195, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': False}",rSr2TCxn98qtWHCxezHlAEeZGmP3k21AS41VPNvdWQ4_YOk,시비걸면지상렬,1024,I,265,195,False,False,True,False,x6buWBCIWRoG6ZgUF-xxGEZyZOg3Ixqj1shM9I5hAUXBncclmpE2tff2VfZQL7t_uYsyk5XI_fbazw
CHALLENGER,03746e6d-117c-33f2-a366-332950715348,RANKED_SOLO_5x5,Sona's Sentinels,"{'summonerId': 'Cv4NqNW-PsWPpyi_SnxCWS6pFtpUFaPM5Xu0ZKYIPOrq0rc', 'summonerName': 'asdjipadsjip', 'leaguePoints': 1264, 'rank': 'I', 'wins': 249, 'losses': 187, 'veteran': True, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",Cv4NqNW-PsWPpyi_SnxCWS6pFtpUFaPM5Xu0ZKYIPOrq0rc,asdjipadsjip,1264,I,249,187,True,False,False,False,ZiId6bzYW83h_KBGA2tTIq6zZQbqU1IrT3HSR5gI2k4tvoGuxwtyRZkvwAfvgo8gP5WfRbnNoN5HkQ
CHALLENGER,03746e6d-117c-33f2-a366-332950715348,RANKED_SOLO_5x5,Sona's Sentinels,"{'summonerId': 'Z1jsRgkEx5Y99kggVh119tf1FBfpE3DjFxNcF8WjEDnKvK0', 'summonerName': '강하다 별', 'leaguePoints': 1203, 'rank': 'I', 'wins': 226, 'losses': 169, 'veteran': True, 'inactive': False, 'freshBlood': False, 'hotStreak': True}",Z1jsRgkEx5Y99kggVh119tf1FBfpE3DjFxNcF8WjEDnKvK0,강하다 별,1203,I,226,169,True,False,False,True,ueAF784Z0_hum7baE5H7-1zdr5zjPvlIju3CqjzcuHjy4ykAfB7yPdcPqyxiAmMDk8LVewNBTNr7MA
CHALLENGER,03746e6d-117c-33f2-a366-332950715348,RANKED_SOLO_5x5,Sona's Sentinels,"{'summonerId': 'EotF73kbCBEbMNn3rN4JD_lCmWrv23jEYW33yApu2EgntSI', 'summonerName': 'HLE Rooster', 'leaguePoints': 899, 'rank': 'I', 'wins': 155, 'losses': 116, 'veteran': False, 'inactive': False, 'freshBlood': False, 'hotStreak': True}",EotF73kbCBEbMNn3rN4JD_lCmWrv23jEYW33yApu2EgntSI,HLE Rooster,899,I,155,116,False,False,False,True,MWxqSZVBecTdQjz7Y94WQqWKhRK-7A1NveL_43B4aZpznukFvwq8TtZW5YbM0a0QXdsEB94KSE4VtA
CHALLENGER,03746e6d-117c-33f2-a366-332950715348,RANKED_SOLO_5x5,Sona's Sentinels,"{'summonerId': 'Up1ugrQk26ewK-6xplA4F-O1WblXLdvXSvKaOFgfDXjTcg', 'summonerName': 'dalongmeil', 'leaguePoints': 914, 'rank': 'I', 'wins': 357, 'losses': 298, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': True}",Up1ugrQk26ewK-6xplA4F-O1WblXLdvXSvKaOFgfDXjTcg,dalongmeil,914,I,357,298,False,False,True,True,9ls4hlOytOO0ebKKlgZH16KvjTbCfRBIekor1PnF9mwEz8HEaOC0OB5OAgtzhR9CdMzGdDFrVxgFWw
CHALLENGER,03746e6d-117c-33f2-a366-332950715348,RANKED_SOLO_5x5,Sona's Sentinels,"{'summonerId': 'r3gRzmZVHuwqSu7MUqY7l7QepB-atyA7IrCc0PK7aSwWUOPNefJXevNg5g', 'summonerName': 'QQRREEDD', 'leaguePoints': 929, 'rank': 'I', 'wins': 105, 'losses': 36, 'veteran': False, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",r3gRzmZVHuwqSu7MUqY7l7QepB-atyA7IrCc0PK7aSwWUOPNefJXevNg5g,QQRREEDD,929,I,105,36,False,False,False,False,tkSQ3v6loVKQZk1Vzo4llC3zJg28n5ZR2yj4fZcBZfoKKwynJqdAWasJ99KTo7NKSA-NgQ_QLCughg
CHALLENGER,03746e6d-117c-33f2-a366-332950715348,RANKED_SOLO_5x5,Sona's Sentinels,"{'summonerId': 'oWuCe0ezQQjvwBuXjf_q9mjMynKEadiRMpObofVq9qZh5qU', 'summonerName': 'Jchu', 'leaguePoints': 905, 'rank': 'I', 'wins': 131, 'losses': 91, 'veteran': False, 'inactive': False, 'freshBlood': False, 'hotStreak': True}",oWuCe0ezQQjvwBuXjf_q9mjMynKEadiRMpObofVq9qZh5qU,Jchu,905,I,131,91,False,False,False,True,_RmksieEDaxkmchwgQ7p9cx2H3OFxO4Vv6TGl9BzR0LSn4y10i7XGxGsa2JqWF7x4rqG2ugQWnnezQ
CHALLENGER,03746e6d-117c-33f2-a366-332950715348,RANKED_SOLO_5x5,Sona's Sentinels,"{'summonerId': 'SXkXMBq5NgJH3Gb79By8uqBZkhjTZJIG0r56vwcqp77IKTI', 'summonerName': '젠레스존제로우', 'leaguePoints': 933, 'rank': 'I', 'wins': 251, 'losses': 205, 'veteran': False, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",SXkXMBq5NgJH3Gb79By8uqBZkhjTZJIG0r56vwcqp77IKTI,젠레스존제로우,933,I,251,205,False,False,False,False,BTPLiJ85neun0jyiCkJj3gX11r5y4DWPQ089MuHzafUIhkVIA_3trBRKy9uQSFnEBjY1nanFtl8kqg
CHALLENGER,03746e6d-117c-33f2-a366-332950715348,RANKED_SOLO_5x5,Sona's Sentinels,"{'summonerId': 'pQbrkIgzUN_5zaFDStl8ZwWabbShO0mXFgkLOF3AjguiFo-R05oJpCzBsQ', 'summonerName': 'Dragon God King', 'leaguePoints': 962, 'rank': 'I', 'wins': 286, 'losses': 242, 'veteran': True, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",pQbrkIgzUN_5zaFDStl8ZwWabbShO0mXFgkLOF3AjguiFo-R05oJpCzBsQ,Dragon God King,962,I,286,242,True,False,False,False,0ZHRlzDDqdiCkwTyN7MuxkLX5TwR7MIF15FEAp8IQBxzCaY4ivjvKt_BGaEtjaUTfGehv3d2sZNwQQ
CHALLENGER,03746e6d-117c-33f2-a366-332950715348,RANKED_SOLO_5x5,Sona's Sentinels,"{'summonerId': '5f69Inq1pcuRgzEwKNF-Xn4Pqc1sOVzuKZY7JdbQdMLQYIQDcucRZia7Ww', 'summonerName': '비밀인간jk', 'leaguePoints': 868, 'rank': 'I', 'wins': 388, 'losses': 352, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': True}",5f69Inq1pcuRgzEwKNF-Xn4Pqc1sOVzuKZY7JdbQdMLQYIQDcucRZia7Ww,비밀인간jk,868,I,388,352,False,False,True,True,84DFa7AQPn0Tk2HRL75L1bEg9CwCmbklx81fNywFp8thQFn4dpDgDYiAkOuUTLbNSebo3Jmw0UTlhg
CHALLENGER,03746e6d-117c-33f2-a366-332950715348,RANKED_SOLO_5x5,Sona's Sentinels,"{'summonerId': 'km5WBSDSMbTSZA2B7VBiuz_s0UNt6qdJ-5rPkE04EF6km10', 'summonerName': '대머리 까까랏', 'leaguePoints': 1005, 'rank': 'I', 'wins': 136, 'losses': 92, 'veteran': False, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",km5WBSDSMbTSZA2B7VBiuz_s0UNt6qdJ-5rPkE04EF6km10,대머리 까까랏,1005,I,136,92,False,False,False,False,IesbD0cgPC8c_3giRrUx6Dfpb_Cy2zU7R-w8CDCgIc_pZVM4YzeRjj9_loYUil5TyyrFv51GKN9JIQ
CHALLENGER,03746e6d-117c-33f2-a366-332950715348,RANKED_SOLO_5x5,Sona's Sentinels,"{'summonerId': 'BWfZd9ZMN5OefTuph7DIfeoX_vP7gb5v0hrZCRzbFtpQvbQ', 'summonerName': 'Racooй', 'leaguePoints': 998, 'rank': 'I', 'wins': 103, 'losses': 60, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': False}",BWfZd9ZMN5OefTuph7DIfeoX_vP7gb5v0hrZCRzbFtpQvbQ,Racooй,998,I,103,60,False,False,True,False,Yi3Ng0WyichQFvTbX-Kbf5JiLHk0rd74BbAULD_oFIyP5CwUQgDAVbVgClAi2Iren3U7tccjZlCC2w
CHALLENGER,03746e6d-117c-33f2-a366-332950715348,RANKED_SOLO_5x5,Sona's Sentinels,"{'summonerId': 'xEbxr8mvAEGQeu_kI7MvXF5ey97UFVUhbc5_VM5bL55pyEAe-cm5TImnmg', 'summonerName': '모험가3', 'leaguePoints': 935, 'rank': 'I', 'wins': 146, 'losses': 106, 'veteran': False, 'inactive': False, 'freshBlood': False, 'hotStreak': True}",xEbxr8mvAEGQeu_kI7MvXF5ey97UFVUhbc5_VM5bL55pyEAe-cm5TImnmg,모험가3,935,I,146,106,False,False,False,True,arAtbNW3UyXUyhlgUunVV6DbUCL6PM8qtHH_gzrIyC27jhtehHwuuj0yLGhAWYYOjN-7onprEg42xg
CHALLENGER,03746e6d-117c-33f2-a366-332950715348,RANKED_SOLO_5x5,Sona's Sentinels,"{'summonerId': 'wPw3J3aWnK6DXGtjlBEbo-6shEqSoUaXJSBKyqs5NX-NZS4', 'summonerName': 'T1 Gumayusi', 'leaguePoints': 1008, 'rank': 'I', 'wins': 155, 'losses': 114, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': False}",wPw3J3aWnK6DXGtjlBEbo-6shEqSoUaXJSBKyqs5NX-NZS4,T1 Gumayusi,1008,I,155,114,False,False,True,False,H9V6cayyM6wrKfzC05oS5wPM0uitpsJI9hNnRbBIzVf0G5MQGIooYX42G8fa2gHToweg17DT9KROGw
CHALLENGER,03746e6d-117c-33f2-a366-332950715348,RANKED_SOLO_5x5,Sona's Sentinels,"{'summonerId': 'rWpHpOX0NU57ARzZSuJkX9W2iA7-vTw6NW32pKtvkJEPOIhZav5ifNpvbg', 'summonerName': '팀운좋같뀨', 'leaguePoints': 988, 'rank': 'I', 'wins': 264, 'losses': 219, 'veteran': True, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",rWpHpOX0NU57ARzZSuJkX9W2iA7-vTw6NW32pKtvkJEPOIhZav5ifNpvbg,팀운좋같뀨,988,I,264,219,True,False,False,False,XiB2ng48Tnx_RIxAOyJuXTKq4RZNDWTNqq5G0oQRwlYSKPHbdbqYY93Us7H3pP2iS27KiKMaDWu-xQ
CHALLENGER,03746e6d-117c-33f2-a366-332950715348,RANKED_SOLO_5x5,Sona's Sentinels,"{'summonerId': 'mFmfW-pgyA2oDhocJ4612NrEgqJaKrFkQXPv3uHznhs_OJyfkwt_WNY9tw', 'summonerName': 'cqx', 'leaguePoints': 876, 'rank': 'I', 'wins': 277, 'losses': 228, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': False}",mFmfW-pgyA2oDhocJ4612NrEgqJaKrFkQXPv3uHznhs_OJyfkwt_WNY9tw,cqx,876,I,277,228,False,False,True,False,mhGWHLx1Ts5zZL_abx1pXdbRiFgGAOg8qPCkkEEqN920alnMNWt7CMsXnvGl6a1YNJClp8qoaRP_sA
CHALLENGER,03746e6d-117c-33f2-a366-332950715348,RANKED_SOLO_5x5,Sona's Sentinels,"{'summonerId': 'FZxDTvJ4WLem8JgzWT2zLof6i4jUyUYuxdXbbWueJx1sOoI', 'summonerName': '담비에요', 'leaguePoints': 912, 'rank': 'I', 'wins': 128, 'losses': 80, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': False}",FZxDTvJ4WLem8JgzWT2zLof6i4jUyUYuxdXbbWueJx1sOoI,담비에요,912,I,128,80,False,False,True,False,B7PNCdZmedsVxHqpE1j-k6XhIBTojHbqafaV25MpvsNJ-0ZmtP9qKxOY49XBNbMundzN1bakqZf4nQ
CHALLENGER,03746e6d-117c-33f2-a366-332950715348,RANKED_SOLO_5x5,Sona's Sentinels,"{'summonerId': 's6fsV1etze7sngde58cGucUoE_2txWsIAAs8tEnaOrf4ZGI-pazmCP2lDA', 'summonerName': '', 'leaguePoints': 909, 'rank': 'I', 'wins': 135, 'losses': 76, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': True}",s6fsV1etze7sngde58cGucUoE_2txWsIAAs8tEnaOrf4ZGI-pazmCP2lDA,,909,I,135,76,False,False,True,True,
CHALLENGER,03746e6d-117c-33f2-a366-332950715348,RANKED_SOLO_5x5,Sona's Sentinels,"{'summonerId': '0XB79sueOQ8Am4a3u3LVmgUByVzYLkAGpZnv7QIQmdDCRmI', 'summonerName': 'DRX 끼얏호우', 'leaguePoints': 1006, 'rank': 'I', 'wins': 143, 'losses': 96, 'veteran': False, 'inactive': False, 'freshBlood': False, 'hotStreak': True}",0XB79sueOQ8Am4a3u3LVmgUByVzYLkAGpZnv7QIQmdDCRmI,DRX 끼얏호우,1006,I,143,96,False,False,False,True,bkWCi76vjSS5Q3-ylUOzqeF_EBh53z_su1qcDPS-GSzF_3OGWltTErfPETzjWICLhzKjYJYsCvFANQ
CHALLENGER,03746e6d-117c-33f2-a366-332950715348,RANKED_SOLO_5x5,Sona's Sentinels,"{'summonerId': 'q2q_IlMChrxyJXzcK8e6Y-mxHSeQh77VqfCzN9Bv4suEvTswqc-bdddObQ', 'summonerName': '손주녁', 'leaguePoints': 1010, 'rank': 'I', 'wins': 184, 'losses': 135, 'veteran': True, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",q2q_IlMChrxyJXzcK8e6Y-mxHSeQh77VqfCzN9Bv4suEvTswqc-bdddObQ,손주녁,1010,I,184,135,True,False,False,False,mSbyLaDlKP09H0PxdLS9SLj6oUfFxGy7N9KkAPxJzrzy76L2UgbMXjfdWLSWTDZIKLyhZmD5kisZdg
CHALLENGER,03746e6d-117c-33f2-a366-332950715348,RANKED_SOLO_5x5,Sona's Sentinels,"{'summonerId': 'zYaY1v25jpfFg5Iwji0Gki0fJ9I4Zy0T5aB2uz6aeVQAOQ', 'summonerName': '호시노 로컨', 'leaguePoints': 1098, 'rank': 'I', 'wins': 113, 'losses': 68, 'veteran': False, 'inactive': False, 'freshBlood': False, 'hotStreak': True}",zYaY1v25jpfFg5Iwji0Gki0fJ9I4Zy0T5aB2uz6aeVQAOQ,호시노 로컨,1098,I,113,68,False,False,False,True,c0oT1W5mJaimb0lrWMI-AtttaFe6pAzWYxBWpdjcjBxchIbtminWvJlXpKwUTkiHXMwEecft8fvXPQ
CHALLENGER,03746e6d-117c-33f2-a366-332950715348,RANKED_SOLO_5x5,Sona's Sentinels,"{'summonerId': 'z3PECawPAuhjkVY_sz6lvGUa6nn4JbbOHAAL579cNSrJJwqQ', 'summonerName': '똑같이할게요', 'leaguePoints': 907, 'rank': 'I', 'wins': 167, 'losses': 120, 'veteran': False, 'inactive': False, 'freshBlood': False, 'hotStreak': True}",z3PECawPAuhjkVY_sz6lvGUa6nn4JbbOHAAL579cNSrJJwqQ,똑같이할게요,907,I,167,120,False,False,False,True,S5buhYpPM0jfzbLRLqVQA3wF02HF5t7UEJMyNIPkoM19LrotvvJdCkEmRR7Cg2vE6fnZ5eArdTLjJg
CHALLENGER,03746e6d-117c-33f2-a366-332950715348,RANKED_SOLO_5x5,Sona's Sentinels,"{'summonerId': 'wHC5aCruYEpPmM8T3lxMY3QjfS3EN3tSDIOxTUgKBmBOwEB5s8ogaYi8qA', 'summonerName': '', 'leaguePoints': 894, 'rank': 'I', 'wins': 133, 'losses': 75, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': False}",wHC5aCruYEpPmM8T3lxMY3QjfS3EN3tSDIOxTUgKBmBOwEB5s8ogaYi8qA,,894,I,133,75,False,False,True,False,
CHALLENGER,03746e6d-117c-33f2-a366-332950715348,RANKED_SOLO_5x5,Sona's Sentinels,"{'summonerId': 'rQRL3u9oAW8Kxa3bcUpIxaKH97PXtsyv01cOm_8nAbckvTt-', 'summonerName': 'godeppin', 'leaguePoints': 1177, 'rank': 'I', 'wins': 127, 'losses': 67, 'veteran': False, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",rQRL3u9oAW8Kxa3bcUpIxaKH97PXtsyv01cOm_8nAbckvTt-,godeppin,1177,I,127,67,False,False,False,False,EuwtRE-KoI0MHrr-ZL6_LotH5invtLwML4p3lHaf7lZE5Uv0p2NMLio7zvjmSB-9REpSQ3qGeM2DUA
